Unnamed: 0,patient,node,x_coord,y_coord,tumor,slide,center,split
363213,75,4,14528,19904,0,39,3,1
425878,86,4,18080,21280,0,43,4,0
60249,51,2,33120,12480,1,28,2,1
121586,73,1,8448,41728,1,38,3,0
431353,99,4,6656,17824,0,49,4,0
419729,88,1,12160,7808,0,45,4,0
285011,45,1,5856,17024,0,24,2,0
376913,64,0,6752,36512,0,33,3,0
342143,72,0,16768,35584,0,37,3,0
415246,80,1,20032,11136,0,40,4,0
435940,81,4,22272,15648,0,41,4,0
308608,48,1,7296,22368,0,27,2,0
356800,72,0,9536,45376,0,37,3,0
444754,92,1,28064,1920,0,47,4,0
315181,51,2,7840,22688,0,28,2,0
51585,44,4,8960,3936,1,23,2,0
61443,51,2,19552,20992,1,28,2,0
205049,96,0,24896,7072,1,48,4,0
252152,4,4,15168,20512,0,0,0,0
141490,75,4,16640,19680,1,39,3,0
397831,88,1,10176,9760,0,45,4,0
158855,92,1,32192,17120,1,47,4,0
6717,12,0,4032,25600,1,3,0,0
302851,44,4,1120,15840,0,23,2,0
335836,72,0,11200,36544,0,37,3,0
445569,81,4,20512,16064,0,41,4,0
172140,96,0,26560,10656,1,48,4,0
60969,51,2,18016,18784,1,28,2,0
208780,96,0,24160,11680,1,48,4,0
144455,75,4,1632,41056,1,39,3,0
240423,4,4,3168,21728,0,0,0,0
338036,62,2,1696,28800,0,32,3,0
192612,96,0,36736,8736,1,48,4,1
451767,88,1,31200,3296,0,45,4,0
377137,68,1,15648,15840,0,36,3,1
328180,73,1,5888,22976,0,38,3,0
356263,73,1,7616,20320,0,38,3,0
296805,52,1,12064,3136,0,29,2,0
27239,17,2,12800,38912,1,8,0,0
97116,73,1,9056,42816,1,38,3,0
230495,4,4,13056,23520,0,0,0,0
339784,72,0,12288,28160,0,37,3,0
444054,87,0,38432,13952,0,44,4,0
112341,73,1,1216,41600,1,38,3,0
416529,81,4,5760,9952,0,41,4,0
88557,52,1,22464,6688,1,29,2,0
212035,96,0,33088,12128,1,48,4,0
56168,51,2,29952,13696,1,28,2,0
392361,81,4,5280,4576,0,41,4,0
206440,96,0,35040,6688,1,48,4,0
430081,89,3,32352,10688,0,46,4,0
35154,22,4,15808,40896,1,13,1,1
206383,96,0,38176,8544,1,48,4,0
285006,52,1,7360,18624,0,29,2,0
200359,96,0,33408,8928,1,48,4,0
8924,12,0,3456,25280,1,3,0,0
254812,16,1,18080,19808,0,6,0,0
208762,96,0,36256,11456,1,48,4,0
140462,73,1,9088,41120,1,38,3,0
409992,96,0,21312,3872,0,48,4,0
62848,51,2,32608,12800,1,28,2,0
212659,96,0,23712,6240,1,48,4,0
40801,22,4,16704,43744,1,13,1,0
18012,15,1,10528,37152,1,4,0,0
353397,68,1,11840,31584,0,36,3,1
409734,80,1,37056,9952,0,40,4,0
184382,96,0,33600,5568,1,48,4,0
319060,68,1,17024,30080,0,36,3,0
434275,88,1,32128,12896,0,45,4,0
198909,96,0,24096,9984,1,48,4,0
140713,75,4,17248,18656,1,39,3,1
349700,67,4,10048,31168,0,35,3,0
387866,88,1,28544,13280,0,45,4,1
288481,46,3,17888,4800,0,25,2,0
372123,64,0,8320,40992,0,33,3,0
284968,42,3,4576,9088,0,22,2,0
112610,73,1,3520,41984,1,38,3,0
415311,87,0,7328,6752,0,44,4,0
28847,17,2,11200,38528,1,8,0,0
28729,17,2,13280,38688,1,8,0,0
148898,75,4,6848,39808,1,39,3,1
62715,51,2,31552,14176,1,28,2,0
357442,75,4,4352,25120,0,39,3,0
353751,68,1,13344,10624,0,36,3,0
436168,81,4,6272,8416,0,41,4,0
98340,73,1,15584,19136,1,38,3,0
279798,52,1,16128,17856,0,29,2,1
306109,52,1,9440,18304,0,29,2,0
209943,96,0,32960,11680,1,48,4,0
425383,96,0,26880,10976,0,48,4,0
280189,40,2,5120,14848,0,20,2,0
310399,46,4,1632,8608,0,26,2,0
212086,96,0,22112,8640,1,48,4,0
434549,87,0,16736,3360,0,44,4,0
107793,73,1,4384,42880,1,38,3,0
203568,96,0,25408,9088,1,48,4,0
280551,52,1,14112,15712,0,29,2,0
171420,96,0,23808,6592,1,48,4,0
43006,34,3,17536,24064,1,16,1,0
242267,17,4,3648,23712,0,9,0,0
55643,46,4,13152,5440,1,26,2,0
74466,51,2,17664,19232,1,28,2,0
389635,96,0,27904,8608,0,48,4,0
299489,52,1,18304,2912,0,29,2,0
258035,20,4,19232,33824,0,11,1,0
35688,22,4,16000,40768,1,13,1,0
217487,96,0,36448,5344,1,48,4,0
389965,89,3,25312,5216,0,46,4,0
334366,62,2,1184,24992,0,32,3,0
60648,51,2,17728,20608,1,28,2,0
50441,42,3,21792,9600,1,22,2,0
262921,24,2,18720,31648,0,15,1,0
389318,81,4,4256,8128,0,41,4,0
333668,75,4,10016,16832,0,39,3,0
453653,87,0,39392,14848,0,44,4,0
225303,99,4,21248,4768,1,49,4,0
426629,88,1,9600,6592,0,45,4,0
178780,96,0,32608,10176,1,48,4,0
180720,96,0,35040,7136,1,48,4,0
115047,73,1,3584,41824,1,38,3,0
297951,48,1,18336,23136,0,27,2,0
137349,73,1,4128,41344,1,38,3,0
207689,96,0,32128,6752,1,48,4,0
307837,52,1,15712,16512,0,29,2,1
197944,96,0,24704,10848,1,48,4,0
308640,46,4,3328,16192,0,26,2,0
334680,73,1,13696,38048,0,38,3,0
368915,64,0,18496,34048,0,33,3,0
291335,41,0,22368,8832,0,21,2,0
80755,51,2,18688,18176,1,28,2,0
266646,21,3,14336,39008,0,12,1,0
436480,86,0,9088,10528,0,42,4,0
437007,81,4,3136,9152,0,41,4,0
130917,73,1,14432,18400,1,38,3,0
190127,96,0,38048,3904,1,48,4,0
240805,17,1,8960,20864,0,7,0,0
125246,73,1,5568,43200,1,38,3,0
133561,73,1,8288,42816,1,38,3,0
223405,99,4,18688,3584,1,49,4,0
409085,87,0,13696,14368,0,44,4,0
53070,44,4,9440,2976,1,23,2,0
120235,73,1,4608,42560,1,38,3,0
447275,99,4,9760,11648,0,49,4,0
335851,60,3,12960,40384,0,30,3,0
420581,80,1,37120,17792,0,40,4,0
321972,73,1,224,29760,0,38,3,0
128477,73,1,2080,41984,1,38,3,1
200504,96,0,37344,5568,1,48,4,0
176884,96,0,21088,8288,1,48,4,0
337129,73,1,10080,37568,0,38,3,0
37502,22,4,11744,16384,1,13,1,0
100686,73,1,7808,44224,1,38,3,0
147069,75,4,2368,39488,1,39,3,0
72160,51,2,17728,20032,1,28,2,0
80597,51,2,31200,11072,1,28,2,0
12061,12,0,2592,25728,1,3,0,0
223236,99,4,20320,3968,1,49,4,1
278268,48,1,11296,13024,0,27,2,1
415257,87,0,5376,6496,0,44,4,0
298123,51,2,17632,5440,0,28,2,0
315553,46,3,13760,4864,0,25,2,0
194000,96,0,24768,9792,1,48,4,0
333234,75,4,3104,41536,0,39,3,0
360344,64,0,9152,32832,0,33,3,0
239427,15,1,11904,32736,0,4,0,1
378028,68,1,11648,29184,0,36,3,0
347303,68,1,4928,18944,0,36,3,1
80032,51,2,16576,20832,1,28,2,0
69010,51,2,17888,20448,1,28,2,0
40600,22,4,12480,38240,1,13,1,0
225841,99,4,19456,3904,1,49,4,0
230838,4,4,5856,19616,0,0,0,0
105275,73,1,2400,39936,1,38,3,0
169254,96,0,35104,8288,1,48,4,0
250171,9,1,16896,41440,0,1,0,0
122059,73,1,5472,43552,1,38,3,0
8467,12,0,6144,27328,1,3,0,0
195805,96,0,26752,6176,1,48,4,0
32754,20,4,16192,30208,1,11,1,0
7761,12,0,4480,26336,1,3,0,0
358294,60,3,16672,40448,0,30,3,0
315368,40,2,4704,13600,0,20,2,0
336504,67,4,15296,38048,0,35,3,0
262720,24,2,5472,13792,0,15,1,0
305901,46,3,15584,6656,0,25,2,0
167094,96,0,36800,11200,1,48,4,0
161020,92,1,33216,19040,1,47,4,0
209752,96,0,35744,4512,1,48,4,0
103594,73,1,3456,40064,1,38,3,0
345929,75,4,1056,24224,0,39,3,0
344321,61,4,15104,38720,0,31,3,0
250719,9,1,8256,31648,0,1,0,0
242943,16,1,14496,33184,0,6,0,0
226318,99,4,19104,2208,1,49,4,0
400408,86,4,26016,9952,0,43,4,0
71919,51,2,19136,19776,1,28,2,0
246905,16,1,5760,30656,0,6,0,0
422535,87,0,40160,12640,0,44,4,0
246655,15,2,10880,26944,0,5,0,0
74892,51,2,30272,13760,1,28,2,0
242189,17,1,18560,16096,0,7,0,0
375828,68,1,13856,29344,0,36,3,0
290500,46,4,2272,17088,0,26,2,0
373836,73,1,14432,37376,0,38,3,0
19244,15,2,15776,26240,1,5,0,0
141461,75,4,1312,39712,1,39,3,0
87380,52,1,24096,7456,1,29,2,0
100508,73,1,6432,40896,1,38,3,0
9548,12,0,5856,26592,1,3,0,0
216839,96,0,34240,3104,1,48,4,0
412948,87,0,38976,6208,0,44,4,0
125783,73,1,15168,18912,1,38,3,0
63268,51,2,30080,14368,1,28,2,0
57220,51,2,21056,19392,1,28,2,1
266704,22,4,13824,43648,0,13,1,0
47583,42,3,8224,16896,1,22,2,0
257179,15,2,10368,24832,0,5,0,0
435457,86,4,14432,17216,0,43,4,0
380404,61,4,3072,41952,0,31,3,1
76399,51,2,29888,15136,1,28,2,0
246115,17,2,8128,19360,0,8,0,0
240940,10,4,16128,25056,0,2,0,0
447022,92,1,31360,6912,0,47,4,0
225731,99,4,21248,2624,1,49,4,0
432595,92,1,26592,8256,0,47,4,0
242383,17,1,15808,28832,0,7,0,0
85433,52,1,21824,10240,1,29,2,0
404199,87,0,17792,13024,0,44,4,1
350736,75,4,7552,14720,0,39,3,0
90307,62,2,17664,21792,1,32,3,0
442189,96,0,34848,2272,0,48,4,0
444292,86,0,22592,21440,0,42,4,0
367605,67,4,7968,28064,0,35,3,0
370128,67,4,5664,36544,0,35,3,0
210542,96,0,38528,7296,1,48,4,0
316578,52,1,9472,7296,0,29,2,0
338437,68,1,4768,12640,0,36,3,0
256262,4,4,10112,18816,0,0,0,0
40264,22,4,11712,38144,1,13,1,0
172654,96,0,36416,8768,1,48,4,0
32542,20,4,15936,30880,1,11,1,0
185182,96,0,22656,9024,1,48,4,0
101256,73,1,17600,18816,1,38,3,0
366485,75,4,4480,40192,0,39,3,0
372722,73,1,18464,19200,0,38,3,0
317467,42,3,8352,4960,0,22,2,0
301109,45,1,15808,4224,0,24,2,0
132468,73,1,6848,42912,1,38,3,0
419010,81,4,3936,6176,0,41,4,0
356621,73,1,12704,36256,0,38,3,0
303613,52,1,19328,10112,0,29,2,0
231442,16,1,14144,20800,0,6,0,0
376181,60,3,6880,28064,0,30,3,0
448035,87,0,38624,14528,0,44,4,0
101197,73,1,6848,42080,1,38,3,0
134519,73,1,19136,16800,1,38,3,0
276216,52,1,25504,1824,0,29,2,1
336213,68,1,4864,26240,0,36,3,1
22296,17,2,8704,21376,1,8,0,0
367944,60,3,11232,30432,0,30,3,0
255205,9,1,7264,29632,0,1,0,0
345723,68,1,15136,18912,0,36,3,0
359778,73,1,1376,28320,0,38,3,0
204694,96,0,33984,10368,1,48,4,0
357663,62,2,3936,35136,0,32,3,0
316249,41,0,8960,1728,0,21,2,0
392043,86,4,29312,7392,0,43,4,0
235564,15,2,16544,26176,0,5,0,0
152798,75,4,6240,40224,1,39,3,1
138932,73,1,20000,18112,1,38,3,0
350533,62,2,3264,29152,0,32,3,0
208678,96,0,26432,8416,1,48,4,0
392682,87,0,6048,8576,0,44,4,0
255334,10,4,8416,19840,0,2,0,0
343395,73,1,5632,32096,0,38,3,0
404766,81,4,15712,7232,0,41,4,0
412572,80,1,1728,15904,0,40,4,0
72515,51,2,31264,11648,1,28,2,0
201278,96,0,32896,6688,1,48,4,0
41901,22,4,16384,19936,1,13,1,0
309722,45,1,17760,16768,0,24,2,0
450103,88,1,20640,12672,0,45,4,0
251409,17,2,8160,29696,0,8,0,0
447993,99,4,20000,14976,0,49,4,0
265377,34,3,7744,37632,0,16,1,0
351576,64,0,18400,33376,0,33,3,0
300240,40,2,25952,9472,0,20,2,0
53945,44,4,8640,3680,1,23,2,0
11457,12,0,3168,25568,1,3,0,0
353318,60,3,16096,40672,0,30,3,0
373344,60,3,6208,40320,0,30,3,0
235233,9,1,14144,36832,0,1,0,0
444772,87,0,6816,8352,0,44,4,0
54473,46,3,13248,6240,1,25,2,0
269443,24,2,5824,40736,0,15,1,0
22134,17,2,7648,21504,1,8,0,0
419566,81,4,17568,14336,0,41,4,1
161673,96,0,24608,7744,1,48,4,0
211014,96,0,36512,3808,1,48,4,0
135256,73,1,17600,17120,1,38,3,0
154901,88,1,10464,6368,1,45,4,0
155733,92,1,33056,18400,1,47,4,0
240172,16,1,13152,16640,0,6,0,1
193844,96,0,34752,11840,1,48,4,0
317779,68,1,14336,24352,0,36,3,0
282722,42,3,26272,13280,0,22,2,0
210004,96,0,35104,7904,1,48,4,0
447751,86,4,8512,9792,0,43,4,0
780,10,4,16640,24384,1,2,0,0
286787,52,1,20064,3040,0,29,2,0
244359,4,4,12480,20160,0,0,0,0
290348,46,3,7392,4032,0,25,2,0
39781,22,4,16480,42848,1,13,1,0
221353,99,4,20960,1568,1,49,4,1
46540,36,3,8352,33472,1,17,1,0
449707,87,0,8288,9120,0,44,4,1
83155,52,1,22656,6464,1,29,2,1
158358,92,1,32864,18048,1,47,4,0
135750,73,1,15968,17120,1,38,3,0
77782,51,2,19520,19456,1,28,2,0
252443,17,2,7328,30944,0,8,0,0
139655,73,1,16960,19520,1,38,3,0
158545,92,1,30912,18240,1,47,4,0
264542,24,2,16128,11264,0,15,1,0
50848,42,3,8032,16896,1,22,2,0
26254,17,2,13120,38688,1,8,0,0
195711,96,0,39136,8608,1,48,4,1
221662,99,4,20096,3648,1,49,4,0
337511,60,3,8480,28672,0,30,3,0
314195,46,3,5536,10720,0,25,2,0
95700,73,1,3008,40032,1,38,3,0
402485,92,1,30688,6080,0,47,4,0
445758,81,4,6784,11136,0,41,4,0
454470,89,3,33664,10048,0,46,4,0
256418,4,4,7936,27072,0,0,0,0
106859,73,1,16256,19488,1,38,3,0
195319,96,0,36704,8672,1,48,4,0
136195,73,1,8672,42816,1,38,3,0
409561,86,4,8800,10784,0,43,4,0
18288,15,1,9312,36960,1,4,0,0
111035,73,1,16128,17216,1,38,3,0
246003,9,1,10080,37984,0,1,0,0
358318,64,0,9888,35584,0,33,3,0
285971,51,2,17184,5696,0,28,2,0
416943,92,1,29888,18656,0,47,4,0
374025,75,4,6080,19328,0,39,3,0
328460,62,2,10688,14528,0,32,3,0
9813,12,0,6240,26944,1,3,0,0
332830,60,3,6496,33664,0,30,3,0
284992,52,1,8192,4480,0,29,2,0
59577,51,2,17696,21504,1,28,2,0
149966,75,4,16768,19136,1,39,3,0
311331,45,1,24704,10720,0,24,2,0
219261,99,4,19360,3904,1,49,4,0
38212,22,4,15168,39520,1,13,1,0
344077,60,3,13088,39392,0,30,3,0
125337,73,1,7136,42784,1,38,3,0
206574,96,0,25600,8864,1,48,4,0
63923,51,2,32704,12448,1,28,2,0
265875,36,3,5312,13920,0,17,1,0
95971,73,1,14368,19296,1,38,3,0
62500,51,2,18912,19360,1,28,2,0
276979,45,1,24832,12288,0,24,2,0
214240,96,0,37472,5632,1,48,4,0
301630,42,3,8672,7136,0,22,2,0
77466,51,2,31392,12544,1,28,2,0
85325,52,1,24064,7616,1,29,2,0
202559,96,0,26624,7424,1,48,4,0
143675,75,4,3680,38784,1,39,3,0
38515,22,4,16448,20864,1,13,1,0
411822,99,4,17536,12032,0,49,4,0
169238,96,0,33088,7136,1,48,4,0
246705,17,2,8320,37248,0,8,0,0
330749,61,4,6912,40064,0,31,3,0
228272,10,4,18304,17120,0,2,0,0
24023,17,2,8448,21664,1,8,0,0
150577,75,4,7328,40064,1,39,3,0
339541,72,0,13120,26240,0,37,3,0
124852,73,1,8224,41248,1,38,3,0
298872,48,1,9376,21184,0,27,2,0
259724,20,4,13984,40160,0,11,1,1
329498,60,3,7840,27008,0,30,3,0
387234,80,1,17216,17056,0,40,4,1
397112,92,1,27584,20288,0,47,4,0
176499,96,0,34272,7520,1,48,4,0
231152,16,1,14240,32224,0,6,0,0
132342,73,1,17920,18784,1,38,3,0
111468,73,1,7808,40992,1,38,3,0
118036,73,1,9120,41888,1,38,3,0
200132,96,0,27072,6144,1,48,4,0
340814,68,1,8032,11232,0,36,3,0
174140,96,0,39488,7104,1,48,4,0
188011,96,0,34688,3232,1,48,4,0
35593,22,4,11680,37856,1,13,1,0
211749,96,0,37632,3488,1,48,4,0
396187,88,1,31104,14720,0,45,4,0
172056,96,0,24416,3296,1,48,4,0
62858,51,2,31392,13024,1,28,2,1
203181,96,0,25664,4640,1,48,4,0
181835,96,0,24832,7360,1,48,4,0
307602,40,2,8384,21088,0,20,2,0
185585,96,0,35264,7264,1,48,4,0
186246,96,0,23616,6336,1,48,4,0
3820,12,0,3424,25024,1,3,0,0
358919,60,3,17120,43680,0,30,3,0
325333,61,4,3072,41600,0,31,3,0
100138,73,1,4000,41248,1,38,3,0
174112,96,0,26240,9952,1,48,4,0
281148,45,1,16640,18560,0,24,2,0
373909,68,1,12192,32288,0,36,3,0
22459,17,2,11200,37312,1,8,0,0
344976,60,3,17536,28800,0,30,3,0
58648,51,2,32032,12800,1,28,2,0
293827,40,2,26592,15136,0,20,2,0
349334,73,1,5952,41024,0,38,3,0
123204,73,1,6016,42304,1,38,3,0
330540,60,3,15104,41024,0,30,3,0
78273,51,2,18048,21152,1,28,2,0
190872,96,0,21472,6912,1,48,4,0
445965,80,1,4672,18304,0,40,4,0
98651,73,1,7552,44064,1,38,3,0
299862,40,2,24288,4064,0,20,2,0
402676,92,1,28576,4032,0,47,4,0
280538,45,1,26272,12832,0,24,2,0
5506,12,0,5664,24384,1,3,0,0
276511,48,1,22880,4672,0,27,2,0
452873,88,1,24160,7392,0,45,4,0
217038,96,0,27488,8032,1,48,4,0
353976,67,4,18208,35072,0,35,3,0
12856,12,0,4608,25856,1,3,0,0
291272,42,3,9504,3680,0,22,2,0
145621,75,4,6464,40352,1,39,3,0
211265,96,0,37152,4736,1,48,4,0
64765,51,2,17088,20672,1,28,2,0
6514,12,0,6400,25216,1,3,0,0
49516,42,3,22208,6592,1,22,2,0
228347,9,1,12928,30112,0,1,0,1
442691,86,0,30912,7552,0,42,4,0
191001,96,0,32064,4384,1,48,4,0
194084,96,0,37664,6656,1,48,4,0
374037,75,4,8320,15296,0,39,3,0
352687,72,0,15520,36640,0,37,3,0
34306,22,4,15936,20960,1,13,1,0
114913,73,1,2944,42976,1,38,3,0
331570,68,1,7424,26464,0,36,3,0
305608,42,3,26976,3936,0,22,2,0
96734,73,1,2880,40960,1,38,3,0
66620,51,2,31744,13760,1,28,2,0
388229,99,4,17760,4352,0,49,4,1
412044,92,1,28832,18176,0,47,4,0
369907,72,0,17312,33472,0,37,3,0
172449,96,0,33504,4544,1,48,4,0
432980,81,4,17088,14592,0,41,4,0
53181,44,4,8288,3968,1,23,2,1
417344,87,0,30656,9984,0,44,4,0
60439,51,2,16544,19232,1,28,2,0
245658,9,1,14048,28480,0,1,0,0
360764,60,3,19776,26016,0,30,3,0
321483,73,1,17856,34592,0,38,3,0
291850,45,1,5024,12992,0,24,2,0
24876,17,2,13792,37344,1,8,0,0
399464,89,3,25120,8704,0,46,4,0
424623,86,4,6144,20672,0,43,4,0
212156,96,0,33216,6400,1,48,4,0
325178,72,0,15008,32192,0,37,3,0
78050,51,2,31520,12480,1,28,2,0
325151,67,4,9088,32000,0,35,3,0
422772,86,4,4896,15136,0,43,4,0
5198,12,0,4416,24512,1,3,0,0
53686,44,4,8448,3584,1,23,2,0
281302,41,0,22688,2944,0,21,2,1
200616,96,0,31936,8896,1,48,4,0
115307,73,1,7776,43392,1,38,3,1
411450,88,1,23520,10368,0,45,4,0
411630,81,4,5728,2912,0,41,4,0
104200,73,1,7968,40608,1,38,3,0
377457,73,1,13376,32352,0,38,3,1
331617,60,3,19712,23680,0,30,3,0
170678,96,0,21760,8608,1,48,4,0
200580,96,0,26784,10208,1,48,4,0
177786,96,0,35072,2432,1,48,4,0
401179,87,0,42048,13824,0,44,4,1
17960,15,1,10016,37216,1,4,0,0
449978,81,4,7360,4224,0,41,4,0
207626,96,0,25376,5472,1,48,4,0
38323,22,4,13824,16896,1,13,1,0
429273,86,0,21568,3776,0,42,4,0
375809,73,1,4224,22720,0,38,3,0
241737,9,1,9184,37760,0,1,0,0
7395,12,0,6080,27200,1,3,0,0
177735,96,0,32704,4352,1,48,4,1
206526,96,0,22464,6784,1,48,4,0
372037,66,2,9056,21856,0,34,3,0
319379,68,1,6368,11392,0,36,3,0
217463,96,0,39136,9920,1,48,4,0
335848,75,4,10368,15840,0,39,3,1
206963,96,0,22496,5664,1,48,4,0
374576,75,4,11040,16544,0,39,3,0
400495,81,4,15296,13216,0,41,4,0
119212,73,1,2144,40192,1,38,3,1
354743,75,4,7744,21440,0,39,3,0
445824,92,1,25856,9344,0,47,4,0
85986,52,1,22368,7968,1,29,2,0
330379,66,2,10208,23520,0,34,3,0
142776,75,4,3456,38688,1,39,3,0
143330,75,4,16672,19424,1,39,3,0
122045,73,1,2080,43776,1,38,3,0
349586,73,1,19648,19552,0,38,3,0
173851,96,0,35424,10016,1,48,4,0
318466,68,1,4256,15072,0,36,3,0
32640,20,4,16704,29696,1,11,1,0
7033,12,0,7200,26944,1,3,0,0
6106,12,0,4032,26432,1,3,0,0
108676,73,1,16800,19168,1,38,3,0
442603,81,4,4704,11360,0,41,4,0
280630,41,0,25920,9536,0,21,2,1
79631,51,2,16736,20608,1,28,2,0
117127,73,1,3040,43872,1,38,3,0
301085,42,3,19872,4800,0,22,2,0
139161,73,1,2592,40320,1,38,3,1
166312,96,0,23456,7424,1,48,4,0
141907,75,4,7488,41024,1,39,3,0
119543,73,1,1600,43328,1,38,3,1
120949,73,1,16864,19936,1,38,3,0
284153,44,4,4704,6464,0,23,2,0
422194,96,0,37088,12768,0,48,4,1
413970,81,4,25664,8160,0,41,4,0
21276,17,2,7872,21664,1,8,0,0
152976,75,4,2080,39744,1,39,3,1
290560,48,1,24352,17632,0,27,2,0
389184,86,4,4672,10208,0,43,4,0
239487,15,1,9568,35072,0,4,0,0
86761,52,1,22304,8896,1,29,2,0
324031,68,1,16000,31648,0,36,3,0
363864,75,4,19648,19904,0,39,3,0
79561,51,2,16512,19200,1,28,2,0
65080,51,2,20544,17376,1,28,2,1
343926,67,4,4640,38464,0,35,3,0
174826,96,0,26656,9312,1,48,4,0
427467,86,4,16032,21824,0,43,4,0
409572,87,0,40672,13600,0,44,4,0
90338,62,2,17184,21120,1,32,3,0
272393,22,4,12224,17600,0,13,1,0
7199,12,0,3040,25632,1,3,0,0
317830,60,3,18688,37248,0,30,3,0
291214,44,4,4224,7872,0,23,2,0
408943,80,1,34688,10624,0,40,4,0
383286,99,4,11936,14048,0,49,4,0
377994,68,1,7232,21216,0,36,3,0
310003,46,4,4800,18016,0,26,2,0
308537,45,1,23904,18432,0,24,2,0
270830,24,2,6496,35872,0,15,1,1
383197,81,4,5568,4416,0,41,4,0
102716,73,1,6272,43840,1,38,3,0
239208,10,4,17856,26400,0,2,0,0
10288,12,0,4864,23776,1,3,0,0
345642,75,4,20256,19456,0,39,3,0
290758,46,4,6880,9504,0,26,2,0
269552,38,2,10144,15872,0,18,1,0
443463,81,4,23712,8256,0,41,4,0
350489,62,2,992,27296,0,32,3,0
29002,17,4,15232,22016,1,9,0,0
215235,96,0,35104,7264,1,48,4,0
414539,81,4,24064,3808,0,41,4,1
87269,52,1,22208,9632,1,29,2,0
207613,96,0,24992,12256,1,48,4,0
297232,45,1,12736,18048,0,24,2,0
51100,42,3,8096,17440,1,22,2,0
73486,51,2,18528,19808,1,28,2,0
281447,45,1,24576,17792,0,24,2,0
172354,96,0,38336,10848,1,48,4,0
279544,52,1,13312,15264,0,29,2,0
149373,75,4,1344,39904,1,39,3,1
15547,15,1,10272,36768,1,4,0,1
71097,51,2,28800,15168,1,28,2,0
246051,17,2,8544,32128,0,8,0,0
272253,20,2,6016,38720,0,10,1,0
333034,61,4,11808,39360,0,31,3,0
227863,99,4,20352,3584,1,49,4,0
151716,75,4,1664,37728,1,39,3,0
439693,86,0,27136,19808,0,42,4,0
386005,88,1,11872,10112,0,45,4,0
88148,52,1,23008,8000,1,29,2,0
173511,96,0,36768,10432,1,48,4,0
399354,87,0,17984,12896,0,44,4,1
228390,15,2,9344,26336,0,5,0,1
77931,51,2,17472,18688,1,28,2,0
17066,15,1,10336,37344,1,4,0,0
154501,75,4,3616,39328,1,39,3,0
66509,51,2,20256,17952,1,28,2,1
286010,45,1,9408,15168,0,24,2,0
142421,75,4,2304,37824,1,39,3,0
342662,62,2,8960,32832,0,32,3,0
400056,86,4,3424,11040,0,43,4,0
25527,17,2,8128,21824,1,8,0,0
67595,51,2,31072,11168,1,28,2,0
149570,75,4,9664,40288,1,39,3,0
321320,67,4,20064,47904,0,35,3,0
98284,73,1,8192,43616,1,38,3,0
16589,15,1,9280,35936,1,4,0,0
153542,75,4,2240,38912,1,39,3,0
322157,75,4,5344,42144,0,39,3,1
175009,96,0,23360,7424,1,48,4,0
199806,96,0,38336,4864,1,48,4,0
345995,75,4,6528,21344,0,39,3,0
162465,96,0,34016,4128,1,48,4,0
156652,92,1,32928,17248,1,47,4,0
137454,73,1,2816,40000,1,38,3,0
302410,45,1,3104,15904,0,24,2,0
42462,34,3,18080,23584,1,16,1,0
137984,73,1,4640,39360,1,38,3,0
190398,96,0,24224,8416,1,48,4,0
73698,51,2,17824,21472,1,28,2,0
351381,68,1,11296,26240,0,36,3,0
194978,96,0,34208,3040,1,48,4,1
329819,66,2,6368,28896,0,34,3,0
84071,52,1,23136,6752,1,29,2,0
99799,73,1,2112,41792,1,38,3,0
252889,4,4,10912,19104,0,0,0,0
403134,99,4,21152,14272,0,49,4,0
26342,17,2,12928,38368,1,8,0,0
206599,96,0,37632,8800,1,48,4,0
78859,51,2,30144,12512,1,28,2,0
58454,51,2,20256,19232,1,28,2,1
122590,73,1,2528,42400,1,38,3,0
112957,73,1,7520,44480,1,38,3,0
1467,10,4,18976,16992,1,2,0,0
414704,87,0,5280,9344,0,44,4,0
333832,60,3,17312,23648,0,30,3,0
391633,96,0,39072,4320,0,48,4,0
312198,46,4,3872,18016,0,26,2,0
225176,99,4,20000,2272,1,49,4,0
283857,51,2,10240,17472,0,28,2,0
250087,10,4,17184,16544,0,2,0,0
363552,60,3,14496,41664,0,30,3,0
360818,66,2,7776,30816,0,34,3,0
283436,45,1,9760,12640,0,24,2,0
96758,73,1,2592,39712,1,38,3,1
4848,12,0,2944,26016,1,3,0,0
319159,73,1,10208,17760,0,38,3,0
388779,86,0,30880,13088,0,42,4,0
31269,20,4,15424,29952,1,11,1,0
291526,40,2,25248,9504,0,20,2,0
416452,86,0,22336,17536,0,42,4,0
212558,96,0,36064,7840,1,48,4,0
7286,12,0,6112,24832,1,3,0,0
299675,45,1,6080,17824,0,24,2,0
288696,48,1,18304,22112,0,27,2,0
295500,41,0,28192,22944,0,21,2,0
121841,73,1,5344,38848,1,38,3,0
303530,46,4,2464,10784,0,26,2,0
85812,52,1,24000,8320,1,29,2,0
447246,86,0,29984,13504,0,42,4,0
266899,24,1,5312,14784,0,14,1,1
76445,51,2,19040,17696,1,28,2,0
161578,96,0,39072,8320,1,48,4,0
18643,15,1,9056,36800,1,4,0,0
46794,36,3,9184,33280,1,17,1,0
234164,17,2,13568,24000,0,8,0,0
199239,96,0,25344,5696,1,48,4,0
348177,67,4,10720,45344,0,35,3,0
365316,75,4,2272,21248,0,39,3,0
158859,92,1,31904,19072,1,47,4,0
338067,64,0,18272,33760,0,33,3,0
42237,34,3,8192,38400,1,16,1,0
